crown_uid,area,crown_area_m2,species_clean,label_acacia_visual,label_acacia_species,label_acacia_clustering,pred_acacia_visual_model,prob_acacia_visual_model,model_confidence,model_cluster_disagree,uncertain,lon,lat,source_file,source_index,orig_crown_id
SV_S1:crown_0044,SV_S1,37.434801378227895,Teak,-1,0,0,1,0.5148222580348301,0.5148222580348301,True,True,77.17630461626389,28.53209038265881,s1_master_format.geojson,43,crown_0044
SV_S3:crown_0178,SV_S3,20.50901572104437,,-1,-1,1,0,0.48491372210962147,0.5150862778903785,True,True,77.18521708648922,28.53175976554632,s3_master_format.geojson,177,crown_0178
SIT:crown_0087,SIT,,Neem,-1,0,-1,0,0.48490406825436455,0.5150959317456354,False,True,77.19190198621482,28.54551501449372,sit_master(1).geojson,86,crown_0087
A3:crown_0116,A3,,,-1,-1,-1,0,0.4847944652902184,0.5152055347097816,False,True,77.19901011252935,28.54283014006517,A3_master.geojson,115,crown_0116
A4:crown_0011,A4,,,-1,-1,-1,0,0.4847944652902184,0.5152055347097816,False,True,77.19899568987475,28.542858993071885,A4_master.geojson,10,crown_0011
SV_S4:crown_0134,SV_S4,24.344929241344087,,-1,-1,0,1,0.5153426102643077,0.5153426102643077,True,True,77.18393651783542,28.533015934738927,s4_master_format.geojson,133,crown_0134
A1:crown_0149,A1,,,-1,-1,-1,0,0.48458774877078065,0.5154122512292194,False,True,77.19874991387753,28.5447369890044,A1_master.geojson,148,crown_0149
SIT:crown_0097,SIT,,,-1,-1,-1,0,0.48451871651107803,0.515481283488922,False,True,77.19139683682936,28.54563274460857,sit_master(1).geojson,96,crown_0097
SV_S1:crown_0245,SV_S1,25.473742914753746,,-1,-1,0,0,0.4840321517269353,0.5159678482730647,False,True,77.17619264401318,28.531935096684844,s1_master_format.geojson,244,crown_0245
A2:crown_0136,A2,,,-1,-1,-1,0,0.48390272753516983,0.5160972724648302,False,True,77.1960842395321,28.545191626459307,A2_master.geojson,135,crown_0136
SV_S2:crown_0565,SV_S2,20.513142159747755,,-1,-1,0,0,0.48388920160095866,0.5161107983990414,False,True,77.17433789206726,28.52859621168647,s2_master_format.geojson,564,crown_0565
SIT:crown_0058,SIT,,Neem,-1,0,-1,0,0.4838303510734481,0.5161696489265519,False,True,77.19208288322525,28.545543821329296,sit_master(1).geojson,57,crown_0058
SV_S1:crown_0070,SV_S1,17.08708354602855,,-1,-1,0,1,0.5162716412197945,0.5162716412197945,True,True,77.17574742991816,28.53278450915514,s1_master_format.geojson,69,crown_0070
SV_S2:crown_0104,SV_S2,14.787430941047743,,-1,-1,1,1,0.5163882300062578,0.5163882300062578,False,True,77.1735517669977,28.528972258182872,s2_master_format.geojson,103,crown_0104
SIT:crown_0113,SIT,,,-1,-1,-1,0,0.48354848037646925,0.5164515196235308,False,True,77.19151129247936,28.545322962908628,sit_master(1).geojson,112,crown_0113
SIT:crown_0012,SIT,,Neem,-1,0,-1,1,0.5165699662078787,0.5165699662078787,False,True,77.19178027571502,28.545448079474934,sit_master(1).geojson,11,crown_0012
SV_S3:crown_0526,SV_S3,17.470911831701827,,-1,-1,0,1,0.5167101902291292,0.5167101902291292,True,True,77.18669235355114,28.530646008382625,s3_master_format.geojson,525,crown_0526
SV_S3:crown_0520,SV_S3,22.127913894279388,,-1,-1,0,1,0.5167101902291292,0.5167101902291292,True,True,77.18673583996151,28.5306210234573,s3_master_format.geojson,519,crown_0520
SIT:crown_0055,SIT,,Mandphali / Marodphali,-1,0,-1,0,0.4832058351228486,0.5167941648771515,False,True,77.19200539015516,28.54618291899452,sit_master(1).geojson,54,crown_0055
